Txn Date,Value Date,Narration,Chq/Ref No,Withdrawal Amt.,Deposit Amt.,Closing Balance
05/06/25,05/06/25,UPI/UBERINDIA/402525/PAYMENT,demo:young_professional:253,186.52,,"275,024.74"
05/06/25,05/06/25,POS 4471XXXX1102 SWIGGY BUNDL TECH HYDERABAD,demo:young_professional:525,546.09,,"274,478.65"
06/06/25,06/06/25,POS 4471XXXX2210 SPOTIFY.COM MUMBAI,demo:young_professional:23,119.00,,"274,359.65"
06/06/25,06/06/25,POS 4471XXXX1102 UBER INDIA SYSTEMS CHENNAI,demo:young_professional:547,600.00,,"273,759.65"
06/06/25,06/06/25,POS 4471XXXX2210 ADOBE.COM NOIDA,demo:young_professional:65,"1,675.00",,"272,084.65"
07/06/25,07/06/25,POS 4471XXXX1102 UBER INDIA SYSTEMS GURGAON,demo:young_professional:562,428.57,,"271,656.08"
07/06/25,07/06/25,IMPS-P2A-449410-ROHIT SHARMA,demo:young_professional:647,"1,050.00",,"270,606.08"
07/06/25,07/06/25,UPI/BHARATPETRO/260736/PAYMENT,demo:young_professional:782,"2,170.00",,"268,436.08"
08/06/25,08/06/25,POS 4471XXXX1102 AMAZON.IN PUNE,demo:young_professional:308,"2,569.95",,"265,866.13"
09/06/25,09/06/25,POS 4471XXXX1102 UBER INDIA SYSTEMS CHENNAI,demo:young_professional:578,322.26,,"265,543.87"
10/06/25,10/06/25,NACH-SIP GROWW-8396-MF,demo:young_professional:195,"5,000.00",,"260,543.87"
10/06/25,10/06/25,UPI/UBERINDIA/759201/PAYMENT,demo:young_professional:705,261.26,,"260,282.61"
11/06/25,11/06/25,UPI/BESCOMBLR/208339/PAYMENT,demo:young_professional:231,"1,907.14",,"258,375.47"
11/06/25,11/06/25,ATM CASH 219141 HYDERABAD,demo:young_professional:332,"10,000.00",,"248,375.47"
11/06/25,11/06/25,UPI/MEGHA7525@YBL/482939/PAYMENT,demo:young_professional:637,"1,900.00",,"246,475.47"
11/06/25,11/06/25,POS 4471XXXX2210 JIOSAAVN.COM MUMBAI,demo:young_professional:87,99.00,,"246,376.47"
12/06/25,12/06/25,NEFT-AMAZONSELLER-8738-RTGS,demo:young_professional:421,495.77,,"245,880.70"
13/06/25,13/06/25,UPI/PRIYA6018@OKAXIS/948040/PAYMENT,demo:young_professional:328,500.00,,"245,380.70"
13/06/25,13/06/25,POS 4471XXXX1102 UBER INDIA SYSTEMS MUMBAI,demo:young_professional:561,309.98,,"245,070.72"
14/06/25,14/06/25,ACH-D- NETFLIX ENTERTAINMENT SERVICES,demo:young_professional:5,649.00,,"244,421.72"
15/06/25,15/06/25,IMPS-P2A-494164-ROHIT SHARMA,demo:young_professional:552,800.00,,"243,621.72"
15/06/25,15/06/25,UPI/SWIGGYUPI/384125/PAY,demo:young_professional:712,546.56,,"243,075.16"
16/06/25,16/06/25,NACH-BAJAJ FINSERV-3476,demo:young_professional:177,"4,200.00",,"238,875.16"
16/06/25,16/06/25,UPI/MEGHA4427@YBL/947870/PAYMENT,demo:young_professional:736,550.00,,"238,325.16"
17/06/25,17/06/25,POS 4471XXXX1102 UBER INDIA SYSTEMS MUMBAI,demo:young_professional:566,251.21,,"238,073.95"
17/06/25,17/06/25,UPI/ZOMATO/104500/PAYMENT,demo:young_professional:765,323.38,,"237,750.57"
18/06/25,18/06/25,POS 4471XXXX1102 IRCTC NEW DELHI,demo:young_professional:519,712.73,,"237,037.84"
19/06/25,19/06/25,AUTOPAY CARD PAYMENT 808635,demo:young_professional:213,"34,029.97",,"203,007.87"
19/06/25,19/06/25,UPI/AMAZONPAY/671284/PAYMENT,demo:young_professional:247,"2,417.70",,"200,590.17"
20/06/25,20/06/25,UPI/BHARATPETRO/769127/PAYMENT,demo:young_professional:447,"1,110.00",,"199,480.17"
20/06/25,20/06/25,POS 4471XXXX1102 SWIGGY BUNDL TECH GURGAON,demo:young_professional:510,265.66,,"199,214.51"
20/06/25,20/06/25,POS 4471XXXX1102 UBER INDIA SYSTEMS DELHI,demo:young_professional:638,600.00,,"198,614.51"
21/06/25,21/06/25,UPI/ARJUN1853@OKHDFCBANK/685397/PAYMENT,demo:young_professional:343,550.00,,"198,064.51"
21/06/25,21/06/25,ATM CASH 391121 DELHI,demo:young_professional:373,"3,000.00",,"195,064.51"
21/06/25,21/06/25,NEFT-AMAZONSELLER-4220-RTGS,demo:young_professional:439,"3,426.04",,"191,638.47"
21/06/25,21/06/25,POS 4471XXXX1102 UBER INDIA SYSTEMS BENGALURU,demo:young_professional:545,315.43,,"191,323.04"
21/06/25,21/06/25,UPI/ZOMATO/182497/PAYMENT,demo:young_professional:702,462.97,,"190,860.07"
21/06/25,21/06/25,UPI/SWIGGYUPI/406674/PAY,demo:young_professional:717,331.89,,"190,528.18"
24/06/25,24/06/25,NEFT-OPENAILLC-6401-RTGS,demo:young_professional:105,"1,999.00",,"188,529.18"
25/06/25,25/06/25,NEFT-AMAZONSELLER-4640-RTGS,demo:young_professional:687,"1,646.84",,"186,882.34"
26/06/25,26/06/25,UPI/SWIGGY/616495/PAYMENT,demo:young_professional:291,425.24,,"186,457.10"
28/06/25,28/06/25,ATM WDL DELHI 350334,demo:young_professional:257,"10,000.00",,"176,457.10"
29/06/25,29/06/25,POS 4471XXXX1102 SWIGGY BUNDL TECH PUNE,demo:young_professional:282,221.84,,"176,235.26"
29/06/25,29/06/25,UPI/SWIGGY/159245/PAYMENT,demo:young_professional:792,458.87,,"175,776.39"
01/07/25,01/07/25,NEFT-CULTFITIND-2905-RTGS,demo:young_professional:48,"1,618.92",,"174,157.47"
02/07/25,02/07/25,UPI/SWIGGY/463497/PAYMENT,demo:young_professional:283,532.87,,"173,624.60"
03/07/25,03/07/25,NEFT-RAMESH KUMAR-4006-RENT,demo:young_professional:124,"18,000.00",,"155,624.60"
03/07/25,03/07/25,SALARY ACME TECHNOLOGIES PVT LTD 748993,demo:young_professional:142,,"95,000.00","250,624.60"
03/07/25,03/07/25,POS 4471XXXX1102 HP PETRO PUMP PUNE,demo:young_professional:272,"1,310.00",,"249,314.60"
03/07/25,03/07/25,POS 4471XXXX1102 AMAZON.IN GURGAON,demo:young_professional:649,607.14,,"248,707.46"
04/07/25,04/07/25,UPI/PRIYA3988@OKAXIS/513494/PAYMENT,demo:young_professional:759,850.00,,"247,857.46"
05/07/25,05/07/25,ACH-D- HDFCLOAN EMI 644636,demo:young_professional:160,"12,450.00",,"235,407.46"
05/07/25,05/07/25,UPI/ADOBEINDIA/685442/PAYMENT,demo:young_professional:66,"1,675.00",,"233,732.46"
05/07/25,05/07/25,UPI/UBERINDIA/521466/PAYMENT,demo:young_professional:758,185.11,,"233,547.35"
05/07/25,05/07/25,UPI/SWIGGYUPI/113102/PAY,demo:young_professional:789,273.24,,"233,274.11"
06/07/25,06/07/25,UPI/AMAZONPAY/296049/PAYMENT,demo:young_professional:408,"1,667.32",,"231,606.79"
07/07/25,07/07/25,UPI/SPOTIFYINDIA/289526/PAYMENT,demo:young_professional:24,119.00,,"231,487.79"
07/07/25,07/07/25,UPI/SWIGGY/379434/PAYMENT,demo:young_professional:460,700.00,,"230,787.79"
07/07/25,07/07/25,POS 4471XXXX1102 AMAZON.IN DELHI,demo:young_professional:557,"2,979.40",,"227,808.39"
07/07/25,07/07/25,POS 4471XXXX1102 AMAZON.IN GURGAON,demo:young_professional:631,"2,589.34",,"225,219.05"
10/07/25,10/07/25,ACH-D- GROWW NIPPON INDIA MF SIP,demo:young_professional:196,"5,000.00",,"220,219.05"
10/07/25,10/07/25,POS 4471XXXX1102 UBER INDIA SYSTEMS BENGALURU,demo:young_professional:276,555.37,,"219,663.68"
11/07/25,11/07/25,BESCOM BILL PAYMENT 120611,demo:young_professional:232,"1,636.95",,"218,026.73"
11/07/25,11/07/25,POS 4471XXXX1102 SWIGGY BUNDL TECH MUMBAI,demo:young_professional:286,243.59,,"217,783.14"
11/07/25,11/07/25,ATM CASH 342743 PUNE,demo:young_professional:464,"5,500.00",,"212,283.14"
12/07/25,12/07/25,POS 4471XXXX1102 ZOMATO LTD BENGALURU,demo:young_professional:753,625.55,,"211,657.59"
12/07/25,12/07/25,UPI/JIOSAAVN/521969/PAYMENT,demo:young_professional:88,99.00,,"211,558.59"
13/07/25,13/07/25,ACH-D- BAJAJFIN EMI 609281,demo:young_professional:178,"4,200.00",,"207,358.59"
13/07/25,13/07/25,POS 4471XXXX1102 SWIGGY BUNDL TECH DELHI,demo:young_professional:349,545.11,,"206,813.48"
14/07/25,14/07/25,POS 4471XXXX1102 INDIAN OIL GURGAON,demo:young_professional:471,"3,000.00",,"203,813.48"
14/07/25,14/07/25,NEFT-NETFLIXENT-9533-RTGS,demo:young_professional:6,649.00,,"203,164.48"
15/07/25,15/07/25,UPI/UBERINDIA/434091/PAYMENT,demo:young_professional:450,136.39,,"203,028.09"
15/07/25,15/07/25,UPI/UBERINDIA/209116/PAYMENT,demo:young_professional:484,457.97,,"202,570.12"
17/07/25,17/07/25,ATM CASH 621750 CHENNAI,demo:young_professional:393,"3,500.00",,"199,070.12"
18/07/25,18/07/25,UPI/MEGHA5025@YBL/559146/PAYMENT,demo:young_professional:419,"1,750.00",,"197,320.12"
19/07/25,19/07/25,CC PAYMENT AUTOPAY HDFC 4844,demo:young_professional:214,"28,407.61",,"168,912.51"
20/07/25,20/07/25,IMPS-P2A-717157-ROHIT SHARMA,demo:young_professional:514,450.00,,"168,462.51"
21/07/25,21/07/25,POS 4471XXXX2210 HOTSTAR.COM MUMBAI,demo:young_professional:38,299.00,,"168,163.51"
21/07/25,21/07/25,POS 4471XXXX1102 HP PETRO PUMP MUMBAI,demo:young_professional:768,860.00,,"167,303.51"
21/07/25,21/07/25,POS 4471XXXX1102 ZOMATO LTD HYDERABAD,demo:young_professional:780,347.55,,"166,955.96"
22/07/25,22/07/25,UPI/UBERINDIA/368713/PAYMENT,demo:young_professional:400,241.90,,"166,714.06"
22/07/25,22/07/25,POS 4471XXXX1102 ZOMATO LTD DELHI,demo:young_professional:512,300.23,,"166,413.83"
24/07/25,24/07/25,UPI/OPENAI/485230/PAYMENT,demo:young_professional:106,"1,999.00",,"164,414.83"
24/07/25,24/07/25,UPI/SWIGGYUPI/404140/PAY,demo:young_professional:446,230.54,,"164,184.29"
24/07/25,24/07/25,UPI/SWIGGYUPI/897680/PAY,demo:young_professional:652,433.98,,"163,750.31"
25/07/25,25/07/25,IMPS-P2A-196481-ROHIT SHARMA,demo:young_professional:614,500.00,,"163,250.31"
27/07/25,27/07/25,UPI/SWIGGY/792017/PAYMENT,demo:young_professional:385,537.11,,"162,713.20"
27/07/25,27/07/25,POS 4471XXXX1102 ZOMATO LTD DELHI,demo:young_professional:550,508.00,,"162,205.20"
29/07/25,29/07/25,UPI/BHARATPETRO/314716/PAYMENT,demo:young_professional:288,"2,280.00",,"159,925.20"
29/07/25,29/07/25,UPI/UBERINDIA/304339/PAYMENT,demo:young_professional:643,600.00,,"159,325.20"
30/07/25,30/07/25,NEFT-ACME TECHNOLOGIES-4612-SALARY,demo:young_professional:143,,"95,000.00","254,325.20"
01/08/25,01/08/25,UPI/UBERINDIA/232134/PAYMENT,demo:young_professional:280,470.61,,"253,854.59"
03/08/25,03/08/25,IMPS-P2A-922647-RAMESH KUMAR RENT,demo:young_professional:125,"18,000.00",,"235,854.59"
03/08/25,03/08/25,POS 4471XXXX1102 ZOMATO LTD CHENNAI,demo:young_professional:527,291.55,,"235,563.04"
03/08/25,03/08/25,IMPS-P2A-325998-ROHIT SHARMA,demo:young_professional:568,700.00,,"234,863.04"
04/08/25,04/08/25,POS 4471XXXX1102 UBER INDIA SYSTEMS HYDERABAD,demo:young_professional:472,310.34,,"234,552.70"
04/08/25,04/08/25,POS 4471XXXX2210 CULT.FIT BENGALURU,demo:young_professional:49,"1,618.92",,"232,933.78"
05/08/25,05/08/25,ACH-D- ADOBE SYSTEMS INDIA PVT LTD,demo:young_professional:67,"1,675.00",,"231,258.78"
05/08/25,05/08/25,UPI/ZOMATO/808018/PAYMENT,demo:young_professional:797,558.21,,"230,700.57"
07/08/25,07/08/25,EMI HDFC LTD 330847,demo:young_professional:161,"12,450.00",,"218,250.57"
07/08/25,07/08/25,ACH-D- SPOTIFY INDIA LLP,demo:young_professional:25,119.00,,"218,131.57"
09/08/25,09/08/25,NACH-SIP GROWW-1298-MF,demo:young_professional:197,"5,000.00",,"213,131.57"
09/08/25,09/08/25,POS 4471XXXX1102 UBER INDIA SYSTEMS MUMBAI,demo:young_professional:249,600.00,,"212,531.57"
09/08/25,09/08/25,IMPS-P2A-884924-ROHIT SHARMA,demo:young_professional:353,950.00,,"211,581.57"
09/08/25,09/08/25,UPI/PRIYA7970@OKAXIS/484260/PAYMENT,demo:young_professional:523,"2,000.00",,"209,581.57"
09/08/25,09/08/25,POS 4471XXXX1102 UBER INDIA SYSTEMS CHENNAI,demo:young_professional:722,227.40,,"209,354.17"
11/08/25,11/08/25,POS 4471XXXX1102 UBER INDIA SYSTEMS HYDERABAD,demo:young_professional:745,221.15,,"209,133.02"
13/08/25,13/08/25,UPI/BESCOMBLR/531122/PAYMENT,demo:young_professional:233,"1,328.65",,"207,804.37"
13/08/25,13/08/25,POS 4471XXXX1102 AMAZON.IN CHENNAI,demo:young_professional:627,"1,066.51",,"206,737.86"
13/08/25,13/08/25,POS 4471XXXX1102 ZOMATO LTD PUNE,demo:young_professional:783,750.00,,"205,987.86"
13/08/25,13/08/25,ACH-D- SAAVN MEDIA PVT LTD,demo:young_professional:89,99.00,,"205,888.86"
14/08/25,14/08/25,POS 4471XXXX2210 NETFLIX.COM MUMBAI,demo:young_professional:7,649.00,,"205,239.86"
15/08/25,15/08/25,POS 4471XXXX1102 ZOMATO LTD MUMBAI,demo:young_professional:418,251.43,,"204,988.43"
16/08/25,16/08/25,NACH-BAJAJ FINSERV-4482,demo:young_professional:179,"4,200.00",,"200,788.43"
16/08/25,16/08/25,UPI/UBERINDIA/344172/PAYMENT,demo:young_professional:558,199.22,,"200,589.21"
17/08/25,17/08/25,POS 4471XXXX1102 INDIAN OIL DELHI,demo:young_professional:767,640.00,,"199,949.21"
18/08/25,18/08/25,UPI/UBERINDIA/895393/PAYMENT,demo:young_professional:399,558.12,,"199,391.09"
18/08/25,18/08/25,POS 4471XXXX1102 SWIGGY BUNDL TECH GURGAON,demo:young_professional:595,700.00,,"198,691.09"
19/08/25,19/08/25,UPI/ARJUN7532@OKHDFCBANK/533837/PAYMENT,demo:young_professional:515,"2,000.00",,"196,691.09"
20/08/25,20/08/25,AUTOPAY CARD PAYMENT 663197,demo:young_professional:215,"33,663.67",,"163,027.42"
21/08/25,21/08/25,UPI/AMAZONPAY/575244/PAYMENT,demo:young_professional:275,"3,224.67",,"159,802.75"
21/08/25,21/08/25,UPI/SWIGGYUPI/774533/PAY,demo:young_professional:406,476.88,,"159,325.87"
23/08/25,23/08/25,POS 4471XXXX2210 OPENAI.COM SAN FRANCISCO,demo:young_professional:107,"1,999.00",,"157,326.87"
23/08/25,23/08/25,ATM CASH 596495 HYDERABAD,demo:young_professional:344,"3,000.00",,"154,326.87"
23/08/25,23/08/25,UPI/ZOMATO/221411/PAYMENT,demo:young_professional:548,545.05,,"153,781.82"
24/08/25,24/08/25,UPI/ZOMATO/263556/PAYMENT,demo:young_professional:434,300.96,,"153,480.86"
24/08/25,24/08/25,POS 4471XXXX1102 SWIGGY BUNDL TECH BENGALURU,demo:young_professional:662,282.90,,"153,197.96"
25/08/25,25/08/25,POS 4471XXXX1102 AMAZON.IN CHENNAI,demo:young_professional:563,"3,134.07",,"150,063.89"
25/08/25,25/08/25,UPI/PRIYA6446@OKAXIS/953271/PAYMENT,demo:young_professional:653,700.00,,"149,363.89"
26/08/25,26/08/25,UPI/ARJUN4828@OKHDFCBANK/731964/PAYMENT,demo:young_professional:624,750.00,,"148,613.89"
28/08/25,28/08/25,UPI/PRIYA1466@OKAXIS/478236/PAYMENT,demo:young_professional:773,550.00,,"148,063.89"
29/08/25,29/08/25,POS 4471XXXX1102 SWIGGY BUNDL TECH DELHI,demo:young_professional:295,441.86,,"147,622.03"
29/08/25,29/08/25,UPI/AMAZONPAY/282956/PAYMENT,demo:young_professional:377,"2,959.69",,"144,662.34"
31/08/25,31/08/25,SALARY ACME TECHNOLOGIES PVT LTD 569084,demo:young_professional:144,,"95,000.00","239,662.34"
02/09/25,02/09/25,UPI/SWIGGYUPI/408049/PAY,demo:young_professional:567,517.49,,"239,144.85"
02/09/25,02/09/25,POS 4471XXXX1102 ZOMATO LTD DELHI,demo:young_professional:699,437.71,,"238,707.14"
03/09/25,03/09/25,NEFT-RAMESH KUMAR-4489-RENT,demo:young_professional:126,"18,000.00",,"220,707.14"
03/09/25,03/09/25,POS 4471XXXX1102 INDIAN OIL MUMBAI,demo:young_professional:337,"2,120.00",,"218,587.14"
03/09/25,03/09/25,UPI/CULTFIT/529513/PAYMENT,demo:young_professional:50,"1,618.92",,"216,968.22"
05/09/25,05/09/25,UPI/SWIGGYUPI/363561/PAY,demo:young_professional:428,700.00,,"216,268.22"
06/09/25,06/09/25,ACH-D- HDFCLOAN EMI 655873,demo:young_professional:162,"12,450.00",,"203,818.22"
06/09/25,06/09/25,UPI/ZOMATO/467534/PAYMENT,demo:young_professional:417,415.61,,"203,402.61"
06/09/25,06/09/25,UPI/AMAZONPAY/127944/PAYMENT,demo:young_professional:670,"3,082.73",,"200,319.88"
07/09/25,07/09/25,UPI/SWIGGY/698240/PAYMENT,demo:young_professional:410,380.32,,"199,939.56"
07/09/25,07/09/25,UPI/ARJUN4178@OKHDFCBANK/844079/PAYMENT,demo:young_professional:516,450.00,,"199,489.56"
07/09/25,07/09/25,POS 4471XXXX2210 ADOBE.COM NOIDA,demo:young_professional:68,"1,675.00",,"197,814.56"
08/09/25,08/09/25,POS 4471XXXX2210 SPOTIFY.COM MUMBAI,demo:young_professional:26,149.00,,"197,665.56"
09/09/25,09/09/25,UPI/UBERINDIA/230400/PAYMENT,demo:young_professional:321,501.90,,"197,163.66"
09/09/25,09/09/25,ATM WDL PUNE 675657,demo:young_professional:698,"9,500.00",,"187,663.66"
10/09/25,10/09/25,ACH-D- GROWW NIPPON INDIA MF SIP,demo:young_professional:198,"5,000.00",,"182,663.66"
10/09/25,10/09/25,BESCOM BILL PAYMENT 773095,demo:young_professional:234,"2,060.69",,"180,602.97"
11/09/25,11/09/25,UPI/MEGHA4219@YBL/689755/PAYMENT,demo:young_professional:346,"2,000.00",,"178,602.97"
12/09/25,12/09/25,UPI/PRIYA8077@OKAXIS/182114/PAYMENT,demo:young_professional:306,"1,100.00",,"177,502.97"
12/09/25,12/09/25,UPI/SWIGGYUPI/551799/PAY,demo:young_professional:640,576.85,,"176,926.12"
12/09/25,12/09/25,POS 4471XXXX1102 AMAZON.IN PUNE,demo:young_professional:739,"2,175.94",,"174,750.18"
12/09/25,12/09/25,UPI/NETFLIX BILLDESK/361339/PAYMENT,demo:young_professional:8,649.00,,"174,101.18"
13/09/25,13/09/25,UPI/BHARATPETRO/115983/PAYMENT,demo:young_professional:268,"1,480.00",,"172,621.18"
13/09/25,13/09/25,POS 4471XXXX1102 IRCTC NEW DELHI,demo:young_professional:327,"2,500.00",,"170,121.18"
13/09/25,13/09/25,POS 4471XXXX2210 JIOSAAVN.COM MUMBAI,demo:young_professional:90,99.00,,"170,022.18"
14/09/25,14/09/25,ACH-D- BAJAJFIN EMI 677641,demo:young_professional:180,"4,200.00",,"165,822.18"
16/09/25,16/09/25,POS 4471XXXX1102 UBER INDIA SYSTEMS CHENNAI,demo:young_professional:361,274.77,,"165,547.41"
16/09/25,16/09/25,ATM WDL DELHI 584745,demo:young_professional:398,"6,500.00",,"159,047.41"
16/09/25,16/09/25,POS 4471XXXX1102 UBER INDIA SYSTEMS HYDERABAD,demo:young_professional:465,339.41,,"158,708.00"
17/09/25,17/09/25,POS 4471XXXX1102 ZOMATO LTD HYDERABAD,demo:young_professional:749,445.70,,"158,262.30"
18/09/25,18/09/25,UPI/SWIGGYUPI/888131/PAY,demo:young_professional:473,364.35,,"157,897.95"
19/09/25,19/09/25,CC PAYMENT AUTOPAY HDFC 7199,demo:young_professional:216,"19,305.61",,"138,592.34"
19/09/25,19/09/25,POS 4471XXXX1102 IRCTC NEW DELHI,demo:young_professional:520,736.64,,"137,855.70"
19/09/25,19/09/25,UPI/ZOMATO/801370/PAYMENT,demo:young_professional:751,443.56,,"137,412.14"
20/09/25,20/09/25,UPI/SWIGGYUPI/685465/PAY,demo:young_professional:592,199.78,,"137,212.36"
20/09/25,20/09/25,UPI/ZOMATO/706610/PAYMENT,demo:young_professional:776,715.62,,"136,496.74"
21/09/25,21/09/25,NEFT-OPENAILLC-8888-RTGS,demo:young_professional:108,"1,999.00",,"134,497.74"
21/09/25,21/09/25,UPI/UBERINDIA/334761/PAYMENT,demo:young_professional:584,228.69,,"134,269.05"
25/09/25,25/09/25,ATM CASH 431620 PUNE,demo:young_professional:598,"2,000.00",,"132,269.05"
26/09/25,26/09/25,POS 4471XXXX1102 AMAZON.IN PUNE,demo:young_professional:620,"4,500.00",,"127,769.05"
27/09/25,27/09/25,UPI/SWIGGYUPI/372216/PAY,demo:young_professional:622,309.76,,"127,459.29"
28/09/25,28/09/25,POS 4471XXXX1102 SWIGGY BUNDL TECH BENGALURU,demo:young_professional:310,375.61,,"127,083.68"
29/09/25,29/09/25,UPI/UBERINDIA/387026/PAYMENT,demo:young_professional:356,318.40,,"126,765.28"
30/09/25,30/09/25,NEFT-ACME TECHNOLOGIES-3157-SALARY,demo:young_professional:145,,"95,000.00","221,765.28"
30/09/25,30/09/25,POS 4471XXXX1102 ZOMATO LTD PUNE,demo:young_professional:691,487.52,,"221,277.76"
01/10/25,01/10/25,IMPS-P2A-574456-ROHIT SHARMA,demo:young_professional:324,300.00,,"220,977.76"
01/10/25,01/10/25,ACH-D- CUREFIT HEALTHCARE PVT LTD,demo:young_professional:51,"1,748.43",,"219,229.33"
01/10/25,01/10/25,UPI/UBERINDIA/928799/PAYMENT,demo:young_professional:654,112.77,,"219,116.56"
02/10/25,02/10/25,POS 4471XXXX1102 IRCTC NEW DELHI,demo:young_professional:497,"1,202.55",,"217,914.01"
03/10/25,03/10/25,IMPS-P2A-986620-RAMESH KUMAR RENT,demo:young_professional:127,"18,000.00",,"199,914.01"
03/10/25,03/10/25,UPI/ZOMATO/513085/PAYMENT,demo:young_professional:601,421.99,,"199,492.02"
03/10/25,03/10/25,UPI/ADOBEINDIA/430345/PAYMENT,demo:young_professional:69,"1,675.00",,"197,817.02"
04/10/25,04/10/25,UPI/SWIGGY/721779/PAYMENT,demo:young_professional:270,306.19,,"197,510.83"
04/10/25,04/10/25,UPI/AMAZONPAY/649621/PAYMENT,demo:young_professional:774,"1,515.09",,"195,995.74"
05/10/25,05/10/25,EMI HDFC LTD 864966,demo:young_professional:163,"12,450.00",,"183,545.74"
05/10/25,05/10/25,POS 4471XXXX1102 UBER INDIA SYSTEMS PUNE,demo:young_professional:305,197.31,,"183,348.43"
05/10/25,05/10/25,IMPS-P2A-859053-ROHIT SHARMA,demo:young_professional:506,"1,350.00",,"181,998.43"
05/10/25,05/10/25,IMPS-P2A-468982-ROHIT SHARMA,demo:young_professional:713,300.00,,"181,698.43"
05/10/25,05/10/25,POS 4471XXXX1102 ZOMATO LTD DELHI,demo:young_professional:790,437.23,,"181,261.20"
06/10/25,06/10/25,POS 4471XXXX1102 AMAZON.IN CHENNAI,demo:young_professional:256,"1,140.82",,"180,120.38"
06/10/25,06/10/25,POS 4471XXXX1102 SWIGGY BUNDL TECH MUMBAI,demo:young_professional:422,545.16,,"179,575.22"
06/10/25,06/10/25,NEFT-AMAZONSELLER-5250-RTGS,demo:young_professional:504,913.78,,"178,661.44"
06/10/25,06/10/25,UPI/AMAZONPAY/624662/PAYMENT,demo:young_professional:579,"1,454.31",,"177,207.13"
07/10/25,07/10/25,UPI/SPOTIFYINDIA/738257/PAYMENT,demo:young_professional:27,149.00,,"177,058.13"
07/10/25,07/10/25,IMPS-P2A-698587-ROHIT SHARMA,demo:young_professional:429,"2,000.00",,"175,058.13"
08/10/25,08/10/25,POS 4471XXXX1102 AMAZON.IN BENGALURU,demo:young_professional:449,"3,910.91",,"171,147.22"
10/10/25,10/10/25,NACH-SIP GROWW-9086-MF,demo:young_professional:199,"5,000.00",,"166,147.22"
10/10/25,10/10/25,UPI/BESCOMBLR/488429/PAYMENT,demo:young_professional:235,"2,518.56",,"163,628.66"
10/10/25,10/10/25,ATM CASH 756031 BENGALURU,demo:young_professional:536,"4,000.00",,"159,628.66"
11/10/25,11/10/25,UPI/SWIGGY/125784/PAYMENT,demo:young_professional:666,359.51,,"159,269.15"
11/10/25,11/10/25,UPI/JIOSAAVN/287667/PAYMENT,demo:young_professional:91,99.00,,"159,170.15"
12/10/25,12/10/25,UPI/SWIGGYUPI/748682/PAY,demo:young_professional:608,700.00,,"158,470.15"
13/10/25,13/10/25,UPI/ARJUN9638@OKHDFCBANK/484362/PAYMENT,demo:young_professional:254,750.00,,"157,720.15"
14/10/25,14/10/25,UPI/AMAZONPAY/782502/PAYMENT,demo:young_professional:294,861.51,,"156,858.64"
14/10/25,14/10/25,ACH-D- NETFLIX ENTERTAINMENT SERVICES,demo:young_professional:9,649.00,,"156,209.64"
15/10/25,15/10/25,NACH-BAJAJ FINSERV-2801,demo:young_professional:181,"4,200.00",,"152,009.64"
17/10/25,17/10/25,UPI/UBERINDIA/853497/PAYMENT,demo:young_professional:587,542.65,,"151,466.99"
18/10/25,18/10/25,NEFT-AMAZONSELLER-9800-RTGS,demo:young_professional:251,"1,226.13",,"150,240.86"
20/10/25,20/10/25,AUTOPAY CARD PAYMENT 957983,demo:young_professional:217,"29,371.64",,"120,869.22"
20/10/25,20/10/25,POS 4471XXXX1102 ZOMATO LTD PUNE,demo:young_professional:274,372.34,,"120,496.88"
21/10/25,21/10/25,UPI/HOTSTARSUB/257577/PAYMENT,demo:young_professional:39,299.00,,"120,197.88"
23/10/25,23/10/25,UPI/OPENAI/883285/PAYMENT,demo:young_professional:109,"1,999.00",,"118,198.88"
25/10/25,25/10/25,UPI/ARJUN8016@OKHDFCBANK/494170/PAYMENT,demo:young_professional:368,300.00,,"117,898.88"
27/10/25,27/10/25,POS 4471XXXX1102 ZOMATO LTD HYDERABAD,demo:young_professional:750,424.58,,"117,474.30"
01/11/25,01/11/25,ATM CASH 599397 DELHI,demo:young_professional:358,"4,000.00",,"113,474.30"
01/11/25,01/11/25,UPI/ZOMATO/559036/PAYMENT,demo:young_professional:505,266.81,,"113,207.49"
01/11/25,01/11/25,UPI/UBERINDIA/161641/PAYMENT,demo:young_professional:605,257.08,,"112,950.41"
02/11/25,02/11/25,SALARY ACME TECHNOLOGIES PVT LTD 695326,demo:young_professional:146,,"95,000.00","207,950.41"
02/11/25,02/11/25,UPI/UBERINDIA/291795/PAYMENT,demo:young_professional:311,282.54,,"207,667.87"
02/11/25,02/11/25,UPI/SWIGGY/453328/PAYMENT,demo:young_professional:644,494.03,,"207,173.84"
03/11/25,03/11/25,NEFT-RAMESH KUMAR-1757-RENT,demo:young_professional:128,"18,000.00",,"189,173.84"
03/11/25,03/11/25,NEFT-CULTFITIND-1321-RTGS,demo:young_professional:52,"1,748.43",,"187,425.41"
03/11/25,03/11/25,ATM WDL PUNE 325544,demo:young_professional:632,"10,000.00",,"177,425.41"
04/11/25,04/11/25,UPI/ARJUN6096@OKHDFCBANK/210706/PAYMENT,demo:young_professional:379,600.00,,"176,825.41"
05/11/25,05/11/25,ACH-D- HDFCLOAN EMI 212997,demo:young_professional:164,"12,450.00",,"164,375.41"
05/11/25,05/11/25,UPI/SWIGGY/586910/PAYMENT,demo:young_professional:648,367.62,,"164,007.79"
