Txn Date,Value Date,Narration,Chq/Ref No,Withdrawal Amt.,Deposit Amt.,Closing Balance
20/06/25,20/06/25,UPI/SWIGGY/925537/PAYMENT,demo:student:567,422.61,,"35,411.36"
20/06/25,20/06/25,UPI/SWIGGY/381611/PAYMENT,demo:student:683,314.55,,"35,096.81"
21/06/25,21/06/25,UPI/UBERINDIA/261750/PAYMENT,demo:student:259,308.40,,"34,788.41"
21/06/25,21/06/25,UPI/ARJUN1059@OKHDFCBANK/915911/PAYMENT,demo:student:289,500.00,,"34,288.41"
21/06/25,21/06/25,NEFT-OPENAILLC-7043-RTGS,demo:student:77,"1,999.00",,"32,289.41"
22/06/25,22/06/25,IMPS-P2A-661197-ROHIT SHARMA,demo:student:267,750.00,,"31,539.41"
22/06/25,22/06/25,UPI/SWIGGY/285679/PAYMENT,demo:student:487,449.00,,"31,090.41"
23/06/25,23/06/25,AUTOPAY CARD PAYMENT 328663,demo:student:223,"6,664.15",,"24,426.26"
23/06/25,23/06/25,ATM CASH 154962 MUMBAI,demo:student:553,"2,500.00",,"21,926.26"
23/06/25,23/06/25,POS 8821XXXX1102 ZOMATO LTD DELHI,demo:student:688,304.62,,"21,621.64"
25/06/25,25/06/25,UPI/MEGHA7220@YBL/383211/PAYMENT,demo:student:490,600.00,,"21,021.64"
26/06/25,26/06/25,UPI/SWIGGYUPI/386659/PAY,demo:student:503,332.13,,"20,689.51"
26/06/25,26/06/25,POS 8821XXXX1102 UBER INDIA SYSTEMS HYDERABAD,demo:student:557,129.47,,"20,560.04"
26/06/25,26/06/25,NEFT-AMAZONSELLER-6987-RTGS,demo:student:771,"2,770.39",,"17,789.65"
27/06/25,27/06/25,POS 8821XXXX1102 UBER INDIA SYSTEMS HYDERABAD,demo:student:290,600.00,,"17,189.65"
30/06/25,30/06/25,NEFT-PARENT TRANSFER-5208-MONTHLY,demo:student:152,,"15,000.00","32,189.65"
30/06/25,30/06/25,ATM CASH 159502 MUMBAI,demo:student:743,"2,000.00",,"30,189.65"
02/07/25,02/07/25,UPI/ZOMATO/658053/PAYMENT,demo:student:581,467.72,,"29,721.93"
03/07/25,03/07/25,UPI/JIORECHARGE/562720/PAYMENT,demo:student:116,299.00,,"29,422.93"
04/07/25,04/07/25,NEFT-SUNITA PG-8640-RENT,demo:student:134,"8,500.00",,"20,922.93"
05/07/25,05/07/25,UPI/SPOTIFYINDIA/848107/PAYMENT,demo:student:24,59.00,,"20,863.93"
05/07/25,05/07/25,POS 8821XXXX1102 ZOMATO LTD GURGAON,demo:student:422,354.90,,"20,509.03"
05/07/25,05/07/25,ATM CASH 603926 BENGALURU,demo:student:461,"7,500.00",,"13,009.03"
05/07/25,05/07/25,IMPS-P2A-874443-ROHIT SHARMA,demo:student:640,600.00,,"12,409.03"
06/07/25,06/07/25,ACH-D- BAJAJFIN EMI 865133,demo:student:170,"2,499.00",,"9,910.03"
07/07/25,07/07/25,UPI/SWIGGYUPI/791528/PAY,demo:student:514,700.00,,"9,210.03"
07/07/25,07/07/25,UPI/PRIYA1347@OKAXIS/832043/PAYMENT,demo:student:647,500.00,,"8,710.03"
08/07/25,08/07/25,POS 8821XXXX1102 UBER INDIA SYSTEMS GURGAON,demo:student:368,338.92,,"8,371.11"
09/07/25,09/07/25,ACH-D- ZERODHA COIN SIP,demo:student:206,"1,000.00",,"7,371.11"
09/07/25,09/07/25,POS 8821XXXX1102 AMAZON.IN GURGAON,demo:student:312,"1,912.01",,"5,459.10"
09/07/25,09/07/25,UPI/GOOGLEYOUTUBE/356112/PAYMENT,demo:student:60,129.00,,"5,330.10"
11/07/25,11/07/25,UPI/NETFLIX BILLDESK/463746/PAYMENT,demo:student:6,199.00,,"5,131.10"
11/07/25,11/07/25,IMPS-P2A-700824-ROHIT SHARMA,demo:student:717,"2,000.00",,"3,131.10"
12/07/25,12/07/25,POS 8821XXXX1102 ZOMATO LTD CHENNAI,demo:student:364,355.31,,"2,775.79"
13/07/25,13/07/25,UPI/SWIGGYUPI/727845/PAY,demo:student:738,700.00,,"2,075.79"
14/07/25,14/07/25,UPI/MEGHA9247@YBL/587591/PAYMENT,demo:student:596,500.00,,"1,575.79"
14/07/25,14/07/25,UPI/SWIGGYUPI/302265/PAY,demo:student:660,244.82,,"1,330.97"
15/07/25,15/07/25,POS 8821XXXX1102 AMAZON.IN GURGAON,demo:student:485,435.33,,895.64
15/07/25,15/07/25,POS 8821XXXX1102 UBER INDIA SYSTEMS MUMBAI,demo:student:612,293.64,,602.00
15/07/25,15/07/25,UPI/AMAZONPAY/498425/PAYMENT,demo:student:644,"1,124.20",,-522.20
16/07/25,16/07/25,MSEB BILL PAYMENT 558988,demo:student:242,572.58,,"-1,094.78"
16/07/25,16/07/25,UPI/UBERINDIA/848052/PAYMENT,demo:student:340,126.08,,"-1,220.86"
17/07/25,17/07/25,ACH-D- HDB FINANCIAL EMI 153036,demo:student:188,"3,200.00",,"-4,420.86"
17/07/25,17/07/25,ATM CASH 265399 CHENNAI,demo:student:316,"2,500.00",,"-6,920.86"
17/07/25,17/07/25,UPI/MEGHA1325@YBL/617024/PAYMENT,demo:student:351,750.00,,"-7,670.86"
17/07/25,17/07/25,UPI/UBERINDIA/198747/PAYMENT,demo:student:695,129.73,,"-7,800.59"
17/07/25,17/07/25,UPI/CANVAPTY/617212/PAYMENT,demo:student:96,538.92,,"-8,339.51"
18/07/25,18/07/25,UPI/ZOMATO/778564/PAYMENT,demo:student:477,379.51,,"-8,719.02"
19/07/25,19/07/25,CC PAYMENT AUTOPAY ICICI 9968,demo:student:224,"8,673.34",,"-17,392.36"
19/07/25,19/07/25,UPI/JIOSAAVN/179903/PAYMENT,demo:student:42,99.00,,"-17,491.36"
19/07/25,19/07/25,POS 8821XXXX1102 SWIGGY BUNDL TECH DELHI,demo:student:538,298.89,,"-17,790.25"
19/07/25,19/07/25,UPI/IRCTCUPI/742594/PAYMENT,demo:student:628,658.52,,"-18,448.77"
19/07/25,19/07/25,POS 8821XXXX1102 AMAZON.IN BENGALURU,demo:student:705,607.33,,"-19,056.10"
19/07/25,19/07/25,POS 8821XXXX1102 ZOMATO LTD BENGALURU,demo:student:753,489.55,,"-19,545.65"
19/07/25,19/07/25,UPI/ZOMATO/838068/PAYMENT,demo:student:799,280.55,,"-19,826.20"
20/07/25,20/07/25,POS 8821XXXX1102 SWIGGY BUNDL TECH MUMBAI,demo:student:287,318.12,,"-20,144.32"
21/07/25,21/07/25,POS 8821XXXX1102 UBER INDIA SYSTEMS GURGAON,demo:student:320,159.95,,"-20,304.27"
22/07/25,22/07/25,UPI/OPENAI/374879/PAYMENT,demo:student:78,"1,999.00",,"-22,303.27"
23/07/25,23/07/25,ATM CASH 202915 HYDERABAD,demo:student:735,"8,000.00",,"-30,303.27"
23/07/25,23/07/25,POS 8821XXXX1102 SWIGGY BUNDL TECH DELHI,demo:student:764,299.33,,"-30,602.60"
24/07/25,24/07/25,UPI/UBERINDIA/290693/PAYMENT,demo:student:453,99.26,,"-30,701.86"
26/07/25,26/07/25,UPI/AMAZONPAY/972169/PAYMENT,demo:student:736,577.12,,"-31,278.98"
26/07/25,26/07/25,UPI/PRIYA8461@OKAXIS/378538/PAYMENT,demo:student:789,"2,000.00",,"-33,278.98"
27/07/25,27/07/25,UPI/SWIGGY/200237/PAYMENT,demo:student:577,700.00,,"-33,978.98"
27/07/25,27/07/25,POS 8821XXXX1102 SWIGGY BUNDL TECH PUNE,demo:student:590,295.88,,"-34,274.86"
29/07/25,29/07/25,IMPS-P2A-919227-ROHIT SHARMA,demo:student:263,"1,300.00",,"-35,574.86"
29/07/25,29/07/25,POS 8821XXXX1102 ZOMATO LTD DELHI,demo:student:742,474.91,,"-36,049.77"
30/07/25,30/07/25,UPI/SWIGGYUPI/833890/PAY,demo:student:775,333.50,,"-36,383.27"
31/07/25,31/07/25,UPI/ARJUN6755@OKHDFCBANK/535139/PAYMENT,demo:student:694,"1,950.00",,"-38,333.27"
02/08/25,02/08/25,ACH-D- RELIANCE JIO INFOCOMM,demo:student:117,299.00,,"-38,632.27"
02/08/25,02/08/25,IMPS-P2A-642628-SURESH KALA,demo:student:153,,"15,000.00","-23,632.27"
02/08/25,02/08/25,POS 8821XXXX1102 ZOMATO LTD HYDERABAD,demo:student:361,257.12,,"-23,889.39"
03/08/25,03/08/25,POS 8821XXXX1102 SWIGGY BUNDL TECH PUNE,demo:student:783,327.35,,"-24,216.74"
05/08/25,05/08/25,ACH-D- SPOTIFY INDIA LLP,demo:student:25,59.00,,"-24,275.74"
05/08/25,05/08/25,UPI/AMAZONPAY/855345/PAYMENT,demo:student:547,"3,181.69",,"-27,457.43"
06/08/25,06/08/25,IMPS-P2A-575678-PG HOSTEL RENT,demo:student:135,"8,500.00",,"-35,957.43"
06/08/25,06/08/25,NACH-BAJAJ FINSERV-8518,demo:student:171,"2,499.00",,"-38,456.43"
06/08/25,06/08/25,ACH-D- GOOGLE INDIA PVT LTD YT,demo:student:61,129.00,,"-38,585.43"
07/08/25,07/08/25,POS 8821XXXX1102 SWIGGY BUNDL TECH GURGAON,demo:student:618,205.33,,"-38,790.76"
09/08/25,09/08/25,NACH-SIP ZERODHA-7738-MF,demo:student:207,"1,000.00",,"-39,790.76"
09/08/25,09/08/25,UPI/PRIYA4222@OKAXIS/973737/PAYMENT,demo:student:281,600.00,,"-40,390.76"
10/08/25,10/08/25,POS 8821XXXX1102 UBER INDIA SYSTEMS PUNE,demo:student:264,191.19,,"-40,581.95"
10/08/25,10/08/25,POS 8821XXXX1102 ZOMATO LTD PUNE,demo:student:787,391.33,,"-40,973.28"
11/08/25,11/08/25,UPI/PRIYA5572@OKAXIS/213059/PAYMENT,demo:student:407,850.00,,"-41,823.28"
11/08/25,11/08/25,NEFT-AMAZONSELLER-8768-RTGS,demo:student:437,"1,507.79",,"-43,331.07"
11/08/25,11/08/25,POS 8821XXXX1102 ZOMATO LTD BENGALURU,demo:student:769,330.82,,"-43,661.89"
13/08/25,13/08/25,UPI/ARJUN8938@OKHDFCBANK/815636/PAYMENT,demo:student:310,"1,500.00",,"-45,161.89"
13/08/25,13/08/25,POS 8821XXXX1102 HP PETRO PUMP GURGAON,demo:student:413,"2,440.00",,"-47,601.89"
13/08/25,13/08/25,UPI/IRCTCUPI/305154/PAYMENT,demo:student:568,"2,500.00",,"-50,101.89"
14/08/25,14/08/25,UPI/UBERINDIA/259023/PAYMENT,demo:student:416,421.93,,"-50,523.82"
14/08/25,14/08/25,ACH-D- NETFLIX ENTERTAINMENT SERVICES,demo:student:7,199.00,,"-50,722.82"
14/08/25,14/08/25,ACH-D- CANVA PTY LTD,demo:student:97,538.92,,"-51,261.74"
15/08/25,15/08/25,UPI/MAHADISCOM/311362/PAYMENT,demo:student:243,"1,023.50",,"-52,285.24"
15/08/25,15/08/25,UPI/SWIGGYUPI/892098/PAY,demo:student:326,700.00,,"-52,985.24"
16/08/25,16/08/25,IMPS-P2A-323981-ROHIT SHARMA,demo:student:778,300.00,,"-53,285.24"
17/08/25,17/08/25,EMI HDBFS 570432,demo:student:189,"3,200.00",,"-56,485.24"
18/08/25,18/08/25,UPI/ZOMATO/551273/PAYMENT,demo:student:589,233.67,,"-56,718.91"
19/08/25,19/08/25,POS 8821XXXX1102 INDIAN OIL PUNE,demo:student:317,800.00,,"-57,518.91"
19/08/25,19/08/25,ACH-D- SAAVN MEDIA PVT LTD,demo:student:43,99.00,,"-57,617.91"
19/08/25,19/08/25,UPI/UBERINDIA/499747/PAYMENT,demo:student:570,151.73,,"-57,769.64"
20/08/25,20/08/25,AUTOPAY CARD PAYMENT 150158,demo:student:225,"4,935.34",,"-62,704.98"
20/08/25,20/08/25,IMPS-P2A-717366-ROHIT SHARMA,demo:student:643,450.00,,"-63,154.98"
21/08/25,21/08/25,POS 8821XXXX1102 HP PETRO PUMP MUMBAI,demo:student:563,910.00,,"-64,064.98"
21/08/25,21/08/25,POS 8821XXXX3310 OPENAI.COM SAN FRANCISCO,demo:student:79,"1,999.00",,"-66,063.98"
22/08/25,22/08/25,UPI/SWIGGY/978147/PAYMENT,demo:student:541,448.58,,"-66,512.56"
24/08/25,24/08/25,IMPS-P2A-242769-ROHIT SHARMA,demo:student:719,300.00,,"-66,812.56"
26/08/25,26/08/25,ATM WDL HYDERABAD 424660,demo:student:266,"2,500.00",,"-69,312.56"
26/08/25,26/08/25,UPI/SWIGGY/835297/PAYMENT,demo:student:727,280.34,,"-69,592.90"
26/08/25,26/08/25,NEFT-AMAZONSELLER-7145-RTGS,demo:student:747,565.12,,"-70,158.02"
29/08/25,29/08/25,UPI/SWIGGYUPI/539242/PAY,demo:student:409,372.24,,"-70,530.26"
29/08/25,29/08/25,POS 8821XXXX1102 HP PETRO PUMP CHENNAI,demo:student:734,"1,240.00",,"-71,770.26"
30/08/25,30/08/25,UPI/MEGHA2650@YBL/663081/PAYMENT,demo:student:631,"1,450.00",,"-73,220.26"
31/08/25,31/08/25,UPI/SWIGGY/186049/PAYMENT,demo:student:661,284.89,,"-73,505.15"
02/09/25,02/09/25,POS 8821XXXX3310 JIO.COM MUMBAI,demo:student:118,299.00,,"-73,804.15"
02/09/25,02/09/25,NEFT-PARENT TRANSFER-2304-MONTHLY,demo:student:154,,"15,000.00","-58,804.15"
02/09/25,02/09/25,POS 8821XXXX1102 HP PETRO PUMP GURGAON,demo:student:309,"1,340.00",,"-60,144.15"
02/09/25,02/09/25,UPI/SWIGGY/747937/PAYMENT,demo:student:360,700.00,,"-60,844.15"
03/09/25,03/09/25,POS 8821XXXX1102 HP PETRO PUMP GURGAON,demo:student:457,660.00,,"-61,504.15"
03/09/25,03/09/25,ATM WDL GURGAON 533478,demo:student:767,"2,500.00",,"-64,004.15"
04/09/25,04/09/25,NEFT-SUNITA PG-1211-RENT,demo:student:136,"8,500.00",,"-72,504.15"
04/09/25,04/09/25,UPI/PRIYA7805@OKAXIS/685425/PAYMENT,demo:student:379,200.00,,"-72,704.15"
06/09/25,06/09/25,ACH-D- BAJAJFIN EMI 574007,demo:student:172,"2,499.00",,"-75,203.15"
07/09/25,07/09/25,NEFT-SPOTIFYIN-1676-RTGS,demo:student:26,59.00,,"-75,262.15"
07/09/25,07/09/25,POS 8821XXXX1102 ZOMATO LTD BENGALURU,demo:student:657,208.65,,"-75,470.80"
08/09/25,08/09/25,ACH-D- ZERODHA COIN SIP,demo:student:208,"1,000.00",,"-76,470.80"
08/09/25,08/09/25,POS 8821XXXX3310 YOUTUBEPREMIUM GURGAON,demo:student:62,129.00,,"-76,599.80"
09/09/25,09/09/25,UPI/IRCTCUPI/372618/PAYMENT,demo:student:434,"1,318.74",,"-77,918.54"
09/09/25,09/09/25,NEFT-AMAZONSELLER-5740-RTGS,demo:student:574,"2,128.59",,"-80,047.13"
10/09/25,10/09/25,ATM WDL PUNE 161878,demo:student:469,"2,000.00",,"-82,047.13"
11/09/25,11/09/25,POS 8821XXXX1102 UBER INDIA SYSTEMS BENGALURU,demo:student:410,322.91,,"-82,370.04"
12/09/25,12/09/25,POS 8821XXXX1102 UBER INDIA SYSTEMS MUMBAI,demo:student:622,282.69,,"-82,652.73"
12/09/25,12/09/25,POS 8821XXXX3310 NETFLIX.COM MUMBAI,demo:student:8,199.00,,"-82,851.73"
13/09/25,13/09/25,POS 8821XXXX1102 ZOMATO LTD BENGALURU,demo:student:656,467.66,,"-83,319.39"
14/09/25,14/09/25,POS 8821XXXX3310 CANVA.COM SYDNEY,demo:student:98,538.92,,"-83,858.31"
16/09/25,16/09/25,MSEB BILL PAYMENT 200354,demo:student:244,738.49,,"-84,596.80"
17/09/25,17/09/25,ACH-D- HDB FINANCIAL EMI 717640,demo:student:190,"3,200.00",,"-87,796.80"
17/09/25,17/09/25,UPI/AMAZONPAY/803860/PAYMENT,demo:student:352,"1,863.07",,"-89,659.87"
17/09/25,17/09/25,POS 8821XXXX1102 UBER INDIA SYSTEMS MUMBAI,demo:student:467,305.06,,"-89,964.93"
17/09/25,17/09/25,UPI/ZOMATO/506957/PAYMENT,demo:student:733,227.46,,"-90,192.39"
17/09/25,17/09/25,UPI/SWIGGYUPI/539299/PAY,demo:student:748,245.25,,"-90,437.64"
18/09/25,18/09/25,NEFT-AMAZONSELLER-8136-RTGS,demo:student:511,"1,604.53",,"-92,042.17"
19/09/25,19/09/25,CC PAYMENT AUTOPAY ICICI 6040,demo:student:226,"2,873.90",,"-94,916.07"
19/09/25,19/09/25,POS 8821XXXX3310 JIOSAAVN.COM MUMBAI,demo:student:44,99.00,,"-95,015.07"
20/09/25,20/09/25,UPI/BHARATPETRO/210905/PAYMENT,demo:student:761,"1,550.00",,"-96,565.07"
21/09/25,21/09/25,IMPS-P2A-882751-ROHIT SHARMA,demo:student:791,500.00,,"-97,065.07"
23/09/25,23/09/25,ATM WDL PUNE 562130,demo:student:418,"2,000.00",,"-99,065.07"
24/09/25,24/09/25,NEFT-OPENAILLC-8379-RTGS,demo:student:80,"1,999.00",,"-101,064.07"
27/09/25,27/09/25,POS 8821XXXX1102 INDIAN OIL PUNE,demo:student:302,"1,380.00",,"-102,444.07"
27/09/25,27/09/25,NEFT-AMAZONSELLER-6676-RTGS,demo:student:626,"1,528.54",,"-103,972.61"
27/09/25,27/09/25,POS 8821XXXX1102 HP PETRO PUMP MUMBAI,demo:student:774,"2,220.00",,"-106,192.61"
28/09/25,28/09/25,POS 8821XXXX1102 SWIGGY BUNDL TECH CHENNAI,demo:student:472,269.28,,"-106,461.89"
28/09/25,28/09/25,UPI/UBERINDIA/809429/PAYMENT,demo:student:554,218.77,,"-106,680.66"
01/10/25,01/10/25,UPI/ZOMATO/395889/PAYMENT,demo:student:376,452.22,,"-107,132.88"
02/10/25,02/10/25,UPI/JIORECHARGE/590266/PAYMENT,demo:student:119,299.00,,"-107,431.88"
02/10/25,02/10/25,IMPS-P2A-500093-SURESH KALA,demo:student:155,,"15,000.00","-92,431.88"
02/10/25,02/10/25,POS 8821XXXX1102 AMAZON.IN GURGAON,demo:student:399,"1,691.46",,"-94,123.34"
03/10/25,03/10/25,UPI/ZOMATO/352294/PAYMENT,demo:student:431,663.34,,"-94,786.68"
04/10/25,04/10/25,IMPS-P2A-460030-PG HOSTEL RENT,demo:student:137,"8,500.00",,"-103,286.68"
05/10/25,05/10/25,UPI/SPOTIFYINDIA/594749/PAYMENT,demo:student:27,59.00,,"-103,345.68"
05/10/25,05/10/25,UPI/SWIGGY/672344/PAYMENT,demo:student:382,254.75,,"-103,600.43"
05/10/25,05/10/25,UPI/SWIGGY/266717/PAYMENT,demo:student:575,295.90,,"-103,896.33"
05/10/25,05/10/25,POS 8821XXXX1102 ZOMATO LTD GURGAON,demo:student:759,400.84,,"-104,297.17"
06/10/25,06/10/25,UPI/ARJUN8866@OKHDFCBANK/698121/PAYMENT,demo:student:447,"2,000.00",,"-106,297.17"
07/10/25,07/10/25,NACH-BAJAJ FINSERV-3078,demo:student:173,"2,499.00",,"-108,796.17"
07/10/25,07/10/25,NACH-SIP ZERODHA-2123-MF,demo:student:209,"1,000.00",,"-109,796.17"
07/10/25,07/10/25,POS 8821XXXX1102 SWIGGY BUNDL TECH PUNE,demo:student:532,308.98,,"-110,105.15"
07/10/25,07/10/25,POS 8821XXXX1102 AMAZON.IN PUNE,demo:student:550,"4,358.24",,"-114,463.39"
07/10/25,07/10/25,POS 8821XXXX1102 ZOMATO LTD HYDERABAD,demo:student:571,391.35,,"-114,854.74"
07/10/25,07/10/25,UPI/BHARATPETRO/654325/PAYMENT,demo:student:598,"1,060.00",,"-115,914.74"
08/10/25,08/10/25,UPI/GOOGLEYOUTUBE/219072/PAYMENT,demo:student:63,129.00,,"-116,043.74"
09/10/25,09/10/25,POS 8821XXXX1102 INDIAN OIL HYDERABAD,demo:student:347,880.00,,"-116,923.74"
09/10/25,09/10/25,POS 8821XXXX1102 UBER INDIA SYSTEMS HYDERABAD,demo:student:423,162.49,,"-117,086.23"
09/10/25,09/10/25,POS 8821XXXX1102 SWIGGY BUNDL TECH MUMBAI,demo:student:448,490.91,,"-117,577.14"
10/10/25,10/10/25,UPI/ZOMATO/200789/PAYMENT,demo:student:439,631.26,,"-118,208.40"
10/10/25,10/10/25,IMPS-P2A-230472-ROHIT SHARMA,demo:student:772,600.00,,"-118,808.40"
11/10/25,11/10/25,UPI/NETFLIX BILLDESK/143368/PAYMENT,demo:student:9,199.00,,"-119,007.40"
12/10/25,12/10/25,POS 8821XXXX1102 ZOMATO LTD DELHI,demo:student:460,272.58,,"-119,279.98"
14/10/25,14/10/25,NEFT-AMAZONSELLER-8493-RTGS,demo:student:286,"2,186.82",,"-121,466.80"
15/10/25,15/10/25,UPI/IRCTCUPI/420110/PAYMENT,demo:student:403,"1,569.66",,"-123,036.46"
15/10/25,15/10/25,UPI/CANVAPTY/423141/PAYMENT,demo:student:99,582.03,,"-123,618.49"
16/10/25,16/10/25,UPI/MAHADISCOM/177550/PAYMENT,demo:student:245,766.25,,"-124,384.74"
17/10/25,17/10/25,EMI HDBFS 822937,demo:student:191,"3,200.00",,"-127,584.74"
17/10/25,17/10/25,POS 8821XXXX1102 ZOMATO LTD PUNE,demo:student:397,599.01,,"-128,183.75"
17/10/25,17/10/25,UPI/JIOSAAVN/739788/PAYMENT,demo:student:45,99.00,,"-128,282.75"
17/10/25,17/10/25,UPI/PRIYA2898@OKAXIS/817746/PAYMENT,demo:student:724,700.00,,"-128,982.75"
21/10/25,21/10/25,UPI/SWIGGYUPI/221637/PAY,demo:student:440,447.52,,"-129,430.27"
21/10/25,21/10/25,UPI/SWIGGY/218562/PAYMENT,demo:student:573,342.87,,"-129,773.14"
22/10/25,22/10/25,AUTOPAY CARD PAYMENT 313852,demo:student:227,"6,908.11",,"-136,681.25"
24/10/25,24/10/25,UPI/ZOMATO/668934/PAYMENT,demo:student:308,248.51,,"-136,929.76"
24/10/25,24/10/25,UPI/ARJUN4769@OKHDFCBANK/851557/PAYMENT,demo:student:663,850.00,,"-137,779.76"
24/10/25,24/10/25,UPI/UBERINDIA/578282/PAYMENT,demo:student:718,317.22,,"-138,096.98"
24/10/25,24/10/25,UPI/OPENAI/773759/PAYMENT,demo:student:81,"1,999.00",,"-140,095.98"
25/10/25,25/10/25,NEFT-AMAZONSELLER-3115-RTGS,demo:student:706,"1,402.49",,"-141,498.47"
26/10/25,26/10/25,POS 8821XXXX1102 UBER INDIA SYSTEMS BENGALURU,demo:student:609,600.00,,"-142,098.47"
26/10/25,26/10/25,POS 8821XXXX1102 ZOMATO LTD BENGALURU,demo:student:758,311.31,,"-142,409.78"
27/10/25,27/10/25,UPI/PRIYA6225@OKAXIS/861679/PAYMENT,demo:student:604,550.00,,"-142,959.78"
29/10/25,29/10/25,UPI/BHARATPETRO/973798/PAYMENT,demo:student:444,"1,220.00",,"-144,179.78"
30/10/25,30/10/25,ATM WDL MUMBAI 786307,demo:student:662,"3,000.00",,"-147,179.78"
31/10/25,31/10/25,UPI/ZOMATO/653285/PAYMENT,demo:student:486,517.93,,"-147,697.71"
31/10/25,31/10/25,POS 8821XXXX1102 SWIGGY BUNDL TECH DELHI,demo:student:562,288.04,,"-147,985.75"
01/11/25,01/11/25,ACH-D- RELIANCE JIO INFOCOMM,demo:student:120,299.00,,"-148,284.75"
01/11/25,01/11/25,UPI/UBERINDIA/104980/PAYMENT,demo:student:288,235.44,,"-148,520.19"
01/11/25,01/11/25,UPI/ZOMATO/932874/PAYMENT,demo:student:483,306.67,,"-148,826.86"
02/11/25,02/11/25,NEFT-PARENT TRANSFER-9963-MONTHLY,demo:student:156,,"15,000.00","-133,826.86"
02/11/25,02/11/25,UPI/SWIGGYUPI/219169/PAY,demo:student:546,372.93,,"-134,199.79"
03/11/25,03/11/25,UPI/UBERINDIA/535413/PAYMENT,demo:student:788,103.52,,"-134,303.31"
05/11/25,05/11/25,NEFT-SUNITA PG-8945-RENT,demo:student:138,"8,500.00",,"-142,803.31"
05/11/25,05/11/25,UPI/UBERINDIA/832818/PAYMENT,demo:student:415,550.13,,"-143,353.44"
05/11/25,05/11/25,ATM WDL CHENNAI 634260,demo:student:497,"10,000.00",,"-153,353.44"
06/11/25,06/11/25,ACH-D- BAJAJFIN EMI 776431,demo:student:174,"2,499.00",,"-155,852.44"
06/11/25,06/11/25,ACH-D- SPOTIFY INDIA LLP,demo:student:28,59.00,,"-155,911.44"
06/11/25,06/11/25,IMPS-P2A-941358-ROHIT SHARMA,demo:student:616,850.00,,"-156,761.44"
07/11/25,07/11/25,UPI/MEGHA9962@YBL/570213/PAYMENT,demo:student:531,300.00,,"-157,061.44"
07/11/25,07/11/25,UPI/MEGHA2818@YBL/921267/PAYMENT,demo:student:754,650.00,,"-157,711.44"
08/11/25,08/11/25,NEFT-AMAZONSELLER-2194-RTGS,demo:student:270,"2,287.63",,"-159,999.07"
08/11/25,08/11/25,ACH-D- GOOGLE INDIA PVT LTD YT,demo:student:64,129.00,,"-160,128.07"
09/11/25,09/11/25,ACH-D- ZERODHA COIN SIP,demo:student:210,"1,000.00",,"-161,128.07"
09/11/25,09/11/25,UPI/ZOMATO/547091/PAYMENT,demo:student:402,435.03,,"-161,563.10"
12/11/25,12/11/25,ACH-D- NETFLIX ENTERTAINMENT SERVICES,demo:student:10,249.00,,"-161,812.10"
13/11/25,13/11/25,POS 8821XXXX1102 AMAZON.IN DELHI,demo:student:721,"2,649.33",,"-164,461.43"
14/11/25,14/11/25,UPI/PRIYA4521@OKAXIS/957350/PAYMENT,demo:student:358,850.00,,"-165,311.43"
14/11/25,14/11/25,UPI/SWIGGYUPI/792290/PAY,demo:student:474,226.97,,"-165,538.40"
16/11/25,16/11/25,MSEB BILL PAYMENT 466422,demo:student:246,977.37,,"-166,515.77"
16/11/25,16/11/25,POS 8821XXXX1102 AMAZON.IN GURGAON,demo:student:455,"1,907.64",,"-168,423.41"
17/11/25,17/11/25,ACH-D- CANVA PTY LTD,demo:student:100,582.03,,"-169,005.44"
18/11/25,18/11/25,ACH-D- HDB FINANCIAL EMI 202053,demo:student:192,"3,200.00",,"-172,205.44"
18/11/25,18/11/25,ACH-D- SAAVN MEDIA PVT LTD,demo:student:46,99.00,,"-172,304.44"
19/11/25,19/11/25,POS 8821XXXX1102 HP PETRO PUMP GURGAON,demo:student:369,"1,370.00",,"-173,674.44"
21/11/25,21/11/25,CC PAYMENT AUTOPAY ICICI 5726,demo:student:228,"6,188.28",,"-179,862.72"
21/11/25,21/11/25,POS 8821XXXX3310 OPENAI.COM SAN FRANCISCO,demo:student:82,"1,999.00",,"-181,861.72"
22/11/25,22/11/25,POS 8821XXXX1102 UBER INDIA SYSTEMS BENGALURU,demo:student:760,215.19,,"-182,076.91"
23/11/25,23/11/25,POS 8821XXXX1102 UBER INDIA SYSTEMS HYDERABAD,demo:student:588,229.77,,"-182,306.68"
26/11/25,26/11/25,POS 8821XXXX1102 ZOMATO LTD HYDERABAD,demo:student:327,287.47,,"-182,594.15"
26/11/25,26/11/25,UPI/UBERINDIA/777171/PAYMENT,demo:student:548,328.97,,"-182,923.12"
26/11/25,26/11/25,UPI/SWIGGYUPI/559931/PAY,demo:student:629,262.72,,"-183,185.84"
29/11/25,29/11/25,POS 8821XXXX1102 ZOMATO LTD MUMBAI,demo:student:572,323.32,,"-183,509.16"
29/11/25,29/11/25,ATM CASH 321377 PUNE,demo:student:745,"10,000.00",,"-193,509.16"
29/11/25,29/11/25,UPI/MEGHA3402@YBL/573402/PAYMENT,demo:student:776,250.00,,"-193,759.16"
01/12/25,01/12/25,UPI/AMAZONPAY/432690/PAYMENT,demo:student:373,985.58,,"-194,744.74"
02/12/25,02/12/25,POS 8821XXXX3310 JIO.COM MUMBAI,demo:student:121,299.00,,"-195,043.74"
